2022-10-21 09:16:27.786 [com.alibaba.nacos.naming.beat.sender] INFO  com.alibaba.nacos.client.naming - [REGISTER-SERVICE] public registering service DEFAULT_GROUP@@design with instance: {"clusterName":"DEFAULT","enabled":true,"ephemeral":true,"healthy":true,"instanceHeartBeatInterval":5000,"instanceHeartBeatTimeOut":15000,"ip":"192.168.168.15","ipDeleteTimeout":30000,"metadata":{"preserved.register.source":"SPRING_CLOUD"},"port":1398,"serviceName":"DEFAULT_GROUP@@design","weight":1.0}
2022-10-21 09:16:28.328 [com.alibaba.nacos.client.Worker.longPolling.fixed-127.0.0.1_8848] INFO  com.alibaba.nacos.client.config.impl.ClientWorker - get changedGroupKeys:[]
2022-10-21 09:16:33.623 [xxl-job, executor ExecutorRegistryThread] INFO  com.xxl.job.core.thread.ExecutorRegistryThread - >>>>>>>>>>> xxl-job registry fail, registryParam:RegistryParam{registryGroup='EXECUTOR', registryKey='design', registryValue='http://192.168.168.15:38801/'}, registryResult:ReturnT [code=500, msg=xxl-job remoting error(Connection refused: connect), for url : http://127.0.0.1:8080/xxl-job-admin/api/registry, content=null]
2022-10-21 09:16:58.574 [com.alibaba.nacos.client.Worker.longPolling.fixed-127.0.0.1_8848] INFO  com.alibaba.nacos.client.config.impl.ClientWorker - get changedGroupKeys:[]
2022-10-21 09:17:06.042 [xxl-job, executor ExecutorRegistryThread] INFO  com.xxl.job.core.thread.ExecutorRegistryThread - >>>>>>>>>>> xxl-job registry fail, registryParam:RegistryParam{registryGroup='EXECUTOR', registryKey='design', registryValue='http://192.168.168.15:38801/'}, registryResult:ReturnT [code=500, msg=xxl-job remoting error(Connection refused: connect), for url : http://127.0.0.1:8080/xxl-job-admin/api/registry, content=null]
2022-10-21 09:17:28.164 [com.alibaba.nacos.client.Worker.longPolling.fixed-127.0.0.1_8848] INFO  com.alibaba.nacos.client.config.impl.ClientWorker - get changedGroupKeys:[]
2022-10-21 09:17:39.323 [xxl-job, executor ExecutorRegistryThread] INFO  com.xxl.job.core.thread.ExecutorRegistryThread - >>>>>>>>>>> xxl-job registry fail, registryParam:RegistryParam{registryGroup='EXECUTOR', registryKey='design', registryValue='http://192.168.168.15:38801/'}, registryResult:ReturnT [code=500, msg=xxl-job remoting error(Connection refused: connect), for url : http://127.0.0.1:8080/xxl-job-admin/api/registry, content=null]
2022-10-21 09:18:00.095 [com.alibaba.nacos.client.Worker.longPolling.fixed-127.0.0.1_8848] INFO  com.alibaba.nacos.client.config.impl.ClientWorker - get changedGroupKeys:[]
2022-10-21 09:18:13.012 [xxl-job, executor ExecutorRegistryThread] INFO  com.xxl.job.core.thread.ExecutorRegistryThread - >>>>>>>>>>> xxl-job registry fail, registryParam:RegistryParam{registryGroup='EXECUTOR', registryKey='design', registryValue='http://192.168.168.15:38801/'}, registryResult:ReturnT [code=500, msg=xxl-job remoting error(Connection refused: connect), for url : http://127.0.0.1:8080/xxl-job-admin/api/registry, content=null]
2022-10-21 09:18:29.699 [com.alibaba.nacos.client.Worker.longPolling.fixed-127.0.0.1_8848] INFO  com.alibaba.nacos.client.config.impl.ClientWorker - get changedGroupKeys:[]
2022-10-21 09:18:45.454 [xxl-job, executor ExecutorRegistryThread] INFO  com.xxl.job.core.thread.ExecutorRegistryThread - >>>>>>>>>>> xxl-job registry fail, registryParam:RegistryParam{registryGroup='EXECUTOR', registryKey='design', registryValue='http://192.168.168.15:38801/'}, registryResult:ReturnT [code=500, msg=xxl-job remoting error(Connection refused: connect), for url : http://127.0.0.1:8080/xxl-job-admin/api/registry, content=null]
2022-10-21 09:18:59.247 [com.alibaba.nacos.client.Worker.longPolling.fixed-127.0.0.1_8848] INFO  com.alibaba.nacos.client.config.impl.ClientWorker - get changedGroupKeys:[]
2022-10-21 09:19:17.854 [xxl-job, executor ExecutorRegistryThread] INFO  com.xxl.job.core.thread.ExecutorRegistryThread - >>>>>>>>>>> xxl-job registry fail, registryParam:RegistryParam{registryGroup='EXECUTOR', registryKey='design', registryValue='http://192.168.168.15:38801/'}, registryResult:ReturnT [code=500, msg=xxl-job remoting error(Connection refused: connect), for url : http://127.0.0.1:8080/xxl-job-admin/api/registry, content=null]
2022-10-21 09:19:28.794 [com.alibaba.nacos.client.Worker.longPolling.fixed-127.0.0.1_8848] INFO  com.alibaba.nacos.client.config.impl.ClientWorker - get changedGroupKeys:[]
2022-10-21 09:19:50.124 [xxl-job, executor ExecutorRegistryThread] INFO  com.xxl.job.core.thread.ExecutorRegistryThread - >>>>>>>>>>> xxl-job registry fail, registryParam:RegistryParam{registryGroup='EXECUTOR', registryKey='design', registryValue='http://192.168.168.15:38801/'}, registryResult:ReturnT [code=500, msg=xxl-job remoting error(Connection refused: connect), for url : http://127.0.0.1:8080/xxl-job-admin/api/registry, content=null]
2022-10-21 09:20:00.439 [com.alibaba.nacos.client.Worker.longPolling.fixed-127.0.0.1_8848] INFO  com.alibaba.nacos.client.config.impl.ClientWorker - get changedGroupKeys:[]
2022-10-21 09:20:22.507 [xxl-job, executor ExecutorRegistryThread] INFO  com.xxl.job.core.thread.ExecutorRegistryThread - >>>>>>>>>>> xxl-job registry fail, registryParam:RegistryParam{registryGroup='EXECUTOR', registryKey='design', registryValue='http://192.168.168.15:38801/'}, registryResult:ReturnT [code=500, msg=xxl-job remoting error(Connection refused: connect), for url : http://127.0.0.1:8080/xxl-job-admin/api/registry, content=null]
2022-10-21 09:20:29.959 [com.alibaba.nacos.client.Worker.longPolling.fixed-127.0.0.1_8848] INFO  com.alibaba.nacos.client.config.impl.ClientWorker - get changedGroupKeys:[]
2022-10-21 09:20:55.115 [xxl-job, executor ExecutorRegistryThread] INFO  com.xxl.job.core.thread.ExecutorRegistryThread - >>>>>>>>>>> xxl-job registry fail, registryParam:RegistryParam{registryGroup='EXECUTOR', registryKey='design', registryValue='http://192.168.168.15:38801/'}, registryResult:ReturnT [code=500, msg=xxl-job remoting error(Connection refused: connect), for url : http://127.0.0.1:8080/xxl-job-admin/api/registry, content=null]
2022-10-21 09:20:59.476 [com.alibaba.nacos.client.Worker.longPolling.fixed-127.0.0.1_8848] INFO  com.alibaba.nacos.client.config.impl.ClientWorker - get changedGroupKeys:[]
2022-10-21 09:21:28.260 [xxl-job, executor ExecutorRegistryThread] INFO  com.xxl.job.core.thread.ExecutorRegistryThread - >>>>>>>>>>> xxl-job registry fail, registryParam:RegistryParam{registryGroup='EXECUTOR', registryKey='design', registryValue='http://192.168.168.15:38801/'}, registryResult:ReturnT [code=500, msg=xxl-job remoting error(Connection refused: connect), for url : http://127.0.0.1:8080/xxl-job-admin/api/registry, content=null]
2022-10-21 09:21:29.211 [com.alibaba.nacos.client.Worker.longPolling.fixed-127.0.0.1_8848] INFO  com.alibaba.nacos.client.config.impl.ClientWorker - get changedGroupKeys:[]
2022-10-21 09:21:59.434 [com.alibaba.nacos.client.Worker.longPolling.fixed-127.0.0.1_8848] INFO  com.alibaba.nacos.client.config.impl.ClientWorker - get changedGroupKeys:[]
2022-10-21 09:22:01.831 [xxl-job, executor ExecutorRegistryThread] INFO  com.xxl.job.core.thread.ExecutorRegistryThread - >>>>>>>>>>> xxl-job registry fail, registryParam:RegistryParam{registryGroup='EXECUTOR', registryKey='design', registryValue='http://192.168.168.15:38801/'}, registryResult:ReturnT [code=500, msg=xxl-job remoting error(Connection refused: connect), for url : http://127.0.0.1:8080/xxl-job-admin/api/registry, content=null]
2022-10-21 09:22:29.025 [com.alibaba.nacos.client.Worker.longPolling.fixed-127.0.0.1_8848] INFO  com.alibaba.nacos.client.config.impl.ClientWorker - get changedGroupKeys:[]
